date^username^to^replies^retweets^favorites^text^geo^mentions^hashtags^id^permalink^cleanText^score
2019-03-02 10:51:06^frelihu^^0^0^0^at Olimpijski Športni Center, Planica …^^^^1.10179707105148E+018^https://twitter.com/frelihu/status/1101797071051476992^at olimpijski športni center planica^1.0
